testLoss	0.26166585087776184	trainLoss	0.24290499091148376
testLoss	0.2599502503871918	trainLoss	0.22612664103507996
testLoss	0.24965283274650574	trainLoss	0.2112671583890915
testLoss	0.2515575587749481	trainLoss	0.19462326169013977
testLoss	0.24938005208969116	trainLoss	0.1719258725643158
testLoss	0.2545147240161896	trainLoss	0.15448728203773499
testLoss	0.2556168735027313	trainLoss	0.12711253762245178
testLoss	0.2638239860534668	trainLoss	0.11093959957361221
testLoss	0.26011425256729126	trainLoss	0.08417458087205887
testLoss	0.26759693026542664	trainLoss	0.07190811634063721
testLoss	0.2837893068790436	trainLoss	0.07181233912706375
testLoss	0.27483630180358887	trainLoss	0.04997194930911064
testLoss	0.2751007676124573	trainLoss	0.04455777630209923
testLoss	0.29648855328559875	trainLoss	0.05078898370265961
testLoss	0.2829791307449341	trainLoss	0.023851508274674416
